index,cell_type,category,target_cell_type,general_cell_type,parental_cell_type,donor_tissue,CellType,Treatment,progenitor cell type,Comment,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,Library_name,SampleName,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
119,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H1, hESC H1 line - derived RPE",SRR447139,PASS,SRX130848,SRS302238,SRP011895,GSM898968,GSE36695,GSM898968: H1RPE.sfm.022311,GSM898968,2013-03-21 09:11:25,2012-08-11 22:51:49,28388572,965211448,0,34,564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447139/SRR447139.2,GSM898968: H1RPE.sfm.022311,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP011895,PRJNA153617,2,153617,SRS302238,SAMN00829573,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,1BECCD254032431A13296A84C50A48E5,176315688BC5131516E41E8160B1EDD1
120,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H1, hESC H1 line - derived RPE",SRR447140,PASS,SRX130849,SRS302239,SRP011895,GSM898969,GSE36695,GSM898969: H1RPE.sfm.042011,GSM898969,2013-03-21 09:11:25,2012-08-11 22:51:48,24376847,877566492,0,36,493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447140/SRR447140.2,GSM898969: H1RPE.sfm.042011,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP011895,PRJNA153617,2,153617,SRS302239,SAMN00829574,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,250EBB798DC041D6832C789EE7D8C7D8,C6B450765A695FAD171A374A7AA91D23
121,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H1, hESC H1 line - derived RPE",SRR447141,"WARN(5,7)",SRX130850,SRS302240,SRP011895,GSM898970,GSE36695,GSM898970: H1RPE.sfm.051311,GSM898970,2013-03-21 09:11:25,2012-08-11 22:51:36,10653078,383510808,0,36,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447141/SRR447141.2,GSM898970: H1RPE.sfm.051311,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP011895,PRJNA153617,2,153617,SRS302240,SAMN00829575,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,D5B5E5DF69FF4957D6CA326E556C3DEE,A24F32A446256BD59D7371D580F72D38
122,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H9, hESC H9 line - derived RPE",SRR447142,PASS,SRX130851,SRS302241,SRP011895,GSM898971,GSE36695,GSM898971: H9RPE.sfm.041511,GSM898971,2013-03-21 09:11:25,2012-08-11 22:53:53,103101506,5155075300,0,50,3431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447142/SRR447142.2,GSM898971: H9RPE.sfm.041511,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011895,PRJNA153617,2,153617,SRS302241,SAMN00829576,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,673257291C86C7BB6AE471014CBCB388,28FBAA4B9B1A1F2A4B4FC31A06C8B42A
123,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H9, hESC H9 line - derived RPE",SRR447143,PASS,SRX130852,SRS302242,SRP011895,GSM898972,GSE36695,GSM898972: H9RPE.sfm.042011,GSM898972,2013-03-21 09:11:25,2012-08-11 22:51:51,24809921,893157156,0,36,515,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447143/SRR447143.2,GSM898972: H9RPE.sfm.042011,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP011895,PRJNA153617,2,153617,SRS302242,SAMN00829577,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,D052064B9DD50C624A4B0821A26933CB,B9756B4DB5895C117E83E44E220098AC
124,derived RPE,test,RPE,derived RPE,ESC,,derived RPE,untreated,,"H9, hESC H9 line - derived RPE",SRR447144,PASS,SRX130853,SRS302243,SRP011895,GSM898973,GSE36695,GSM898973: H9RPE.sfm.060311,GSM898973,2013-03-21 09:11:25,2012-08-11 22:51:54,26415703,950965308,0,36,664,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR447144/SRR447144.2,GSM898973: H9RPE.sfm.060311,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP011895,PRJNA153617,2,153617,SRS302243,SAMN00829578,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA051231,,public,B68C0E505740533DA994EAE115B9A3C8,22FE7FF8565D3064FFEAA61A4B81FC42
125,derived RPE,test,RPE,derived RPE,IPS,,derived RPE,90 d,,derived from iPS for 90 d,SRR5740337,PASS,SRX2946178,SRS2305609,SRP110135,iPSRPE,,iPSRPE_RNASeq,iPSRPE,2017-08-29 19:46:11,2017-06-22 12:46:58,249774515,50197062280,249774515,200,30525,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740337,iPSRPE_RNASeq,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP110135,PRJNA391430,NA,391430,SRS2305609,SAMN07268950,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,STATE UNIVERSITY OF NEW YORK AT BUFFALO,SRA579388,,public,8871719CA9C169194D79E1D229CFA56F,0E9BABFBBAA053E41C03198271BEEA98
126,fetal RPE,standard,NA,fetal RPE,NA,,fetal RPE,control,,16 w fetal RPE,SRR5740338,PASS,SRX2946177,SRS2305607,SRP110135,fRPE_16w,,fRPE_16w_RNASeq,fRPE_16w,2017-08-29 19:46:10,2017-06-22 13:35:44,350257500,70752015000,350257500,202,48028,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740338,fRPE_16w_RNASeq,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP110135,PRJNA391430,NA,391430,SRS2305607,SAMN07268948,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,STATE UNIVERSITY OF NEW YORK AT BUFFALO,SRA579388,,public,4C68B794EC1BFF7368ED92FE54AA5452,B052D0C099096E3A4B94D20A312346A4
127,iPS,standard,NA,iPS,fibroblast,fibroblast,iPS,untreated,fibroblast,"Human iPS cells (1016 line) were generously provided by Dr. Chad Cowan at the Harvard Stem Cell Institute. Additionally, the iPS were reprogrammed from fibroblasts, and the epigenetic landscape is believed to change, minimally, during reprogramming and differentiation.",SRR5740339,PASS,SRX2946176,SRS2305608,SRP110135,iPS,,iPS_RNASeq,iPS,2017-08-29 19:46:10,2017-06-22 11:54:43,216851317,43803966034,216851317,202,27043,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005605/SRR5740339,iPS_RNASeq,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP110135,PRJNA391430,NA,391430,SRS2305608,SAMN07268949,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,STATE UNIVERSITY OF NEW YORK AT BUFFALO,SRA579388,,public,FA36275DAD77C5155BCFA007E6719433,FA57E014EA7C7F399CA363869D91F29D
128,RPE,standard,NA,RPE,NA,,RPE,control,,Primary retinal pigment epithelial cells from different human donors (3Ð10 h postmortem) without any history of eye disease; PMID: 29249973,SRR6253242,WARN(8),SRX3360136,SRS2659100,SRP123587,RPE2,,RPE2,RPE2,2017-11-10 00:01:10,2017-11-03 14:29:52,33539361,6707872200,33539361,200,3081,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6253242/SRR6253242.1,RPE2,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP123587,PRJNA417054,NA,417054,SRS2659100,SAMN07975459,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,RUHR-UNIVERSITY BOCHUM,SRA628113,,public,27BD709BE0E8EBE7D5A8AEF63544DAC8,E533F875BAD359C421C8B7D31EDF7EE3
129,RPE,standard,NA,RPE,NA,,RPE,control,,Primary retinal pigment epithelial cells from different human donors (3Ð10 h postmortem) without any history of eye disease; PMID: 29249973,SRR6253243,WARN(8),SRX3360135,SRS2659098,SRP123587,RPE1,,RPE1,RPE1,2017-11-10 00:01:10,2017-11-03 14:52:05,32612150,6522430000,32612150,200,4973,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006106/SRR6253243,RPE1,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP123587,PRJNA417054,NA,417054,SRS2659098,SAMN07975458,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,RUHR-UNIVERSITY BOCHUM,SRA628113,,public,EDB6D4CD0485F37C55F50BBF0F7566D7,4CB443DD8783949D931785F2CEAA23E3
130,fetal RPE,standard,NA,fetal RPE,NA,,fetal RPE,control,,fetal RPE,SRR7626967,PASS,SRX4490879,SRS3613475,SRP155815,fRPE2,,2,fRPE2,2018-08-01 00:44:28,2018-07-31 09:03:38,34847550,10443608997,0,299,4046,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626967,2,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613475,SAMN09694363,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,CBDFE93D5B8A10C532FFBDD3B1C24BBA,C14D600F79B6D0212F5C85ED56A9D126
131,fetal RPE,standard,NA,fetal RPE,NA,,fetal RPE,control,,fetal RPE,SRR7626968,PASS,SRX4490878,SRS3613474,SRP155815,fRPE1,,1,fRPE1,2018-08-01 00:44:28,2018-07-31 08:59:46,25972851,6491931755,0,249,2135,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626968,1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613474,SAMN09694362,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,34362F06905AB6411C6382AF49BA0D4F,7B9F99B498E639A497545F45BDE7F94C
132,fetal RPE,standard,NA,fetal RPE,NA,,fetal RPE,control,,fetal RPE,SRR7626970,PASS,SRX4490876,SRS3613472,SRP155815,fRPE3,,3,fRPE3,2018-08-03 13:03:13,2018-08-03 12:51:21,26708562,8004142543,0,299,3064,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626970,3,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613472,SAMN09694378,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,AF9EF0A34AB62CDDE58F53CF8D7F96F2,8A0398A65ACCA1DC8DE768E87C59D47F
133,derived cardiomyocytes,test,cardiomyocytes,derived cardiomyocyte,IPS,,derived cardiomyocytes,untreated,,derived cardiomyocyte from iPSC line NA19101,ERR2365244,PASS,ERX2413555,ERS2267552,ERP107276,SAMEA104666169,,cardio-1_s,SAMEA104666169,2018-07-12 08:00:27,2018-07-18 07:02:27,52572897,2628644850,0,50,870,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365244,cardio-1_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP107276,PRJEB25366,NA,480827,ERS2267552,SAMEA104666169,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lindsey Montefiori,ERA1238104,,public,20E8E54A9A967A59DD73D5BE93ACDFD9,5DDB219BF88BD54886ABEBF0285960A4
134,derived cardiomyocytes,test,cardiomyocytes,derived cardiomyocyte,IPS,,derived cardiomyocytes,untreated,,derived cardiomyocyte from iPSC line NA19101,ERR2365245,PASS,ERX2413556,ERS2267553,ERP107276,SAMEA104666170,,cardio-2_s,SAMEA104666170,2018-07-12 08:00:28,2018-07-18 07:03:18,82082863,4104143150,0,50,1350,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365245,cardio-2_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP107276,PRJEB25366,NA,480827,ERS2267553,SAMEA104666170,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lindsey Montefiori,ERA1238104,,public,4980EBFBF20F96A6F72A2C392753DC98,51AA07AC06C8BE972B5F218B44A57005
135,fetal heart,standard,NA,fetal heart,NA,,fetal heart,untreated,,fetal heart 5'-end sequences of oligo-capped cDNAs,DRR000066,"WARN(1,2,3,4,5,6,7,8)",DRX000024,DRS000024,DRP000024,SAMD00012935,,Fetal_heart_TSS,SAMD00012935,2015-02-06 01:48:24,2014-05-26 08:26:57,5075543,182719548,0,36,108,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/DRR000066/DRR000066.3,Fetal_heart_TSS,FL-cDNA,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,DRP000024,PRJDA34559,NA,34559,DRS000024,SAMD00012935,simple,9606,Homo sapiens,,,,,,,no,,,,,UT-MGS,DRA000024,,public,E8A7B22540E9A2F22314A5879A4B0296,DFBA13DC63C2097DCA246FE4520FF90E
136,fetal heart,standard,NA,fetal heart,NA,,fetal heart,untreated,,fetal heart 5'-end sequences of oligo-capped cDNAs,DRR000067,"WARN(1,2,3,4,5,6,7,8)",DRX000024,DRS000024,DRP000024,SAMD00012935,,Fetal_heart_TSS,SAMD00012935,2015-02-06 01:48:24,2014-05-26 08:27:01,5523839,198858204,0,36,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/DRR000067/DRR000067.3,Fetal_heart_TSS,FL-cDNA,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,DRP000024,PRJDA34559,NA,34559,DRS000024,SAMD00012935,simple,9606,Homo sapiens,,,,,,,no,,,,,UT-MGS,DRA000024,,public,C599FFC358E575C448A538E9ABB34358,FDB7BEA2576AB0D06568BCB9B74AAD6E
137,fetal heart,standard,NA,fetal heart,NA,,fetal heart,untreated,,fetal heart 19 wk,SRR2156549,PASS,SRX1143465,SRS1029769,SRP062329,Fetal heart (19 wk) RNAseq,,Tfh-polyA,Fetal heart (19 wk) RNAseq,2016-08-10 00:00:00,2015-08-12 11:55:24,15323253,1547648553,0,101,953,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2156549/SRR2156549.1,Tfh-polyA,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP062329,PRJNA292450,NA,292450,SRS1029769,SAMN03976191,simple,9606,Homo sapiens,,,,,female,,no,,,,,HHMI/ROCKEFELLER UNIVERSITY,SRA288438,,public,8C3FFE15D8E2966B7AC3D3E1C6A71038,B29FA1D1B1F86602FBBBF847401E17AF
138,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105154,PASS,ERX2162432,ERS1886913,ERP091820,SAMEA104227895,,Able_D0.fastq.gz_s,SAMEA104227895,2019-01-24 09:07:04,2019-01-24 09:06:28,24199029,1234150479,0,51,468,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105154,Able_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886913,SAMEA104227895,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,EC87721D498D53D4A51D1DD166270CDB,252222EF8B850B60817FDF7395195D21
139,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105155,PASS,ERX2162433,ERS1886914,ERP091820,SAMEA104227896,,Acai_D0.fastq.gz_s,SAMEA104227896,2019-01-24 09:07:04,2019-01-24 09:06:31,28123342,1434290442,0,51,509,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105155,Acai_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886914,SAMEA104227896,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,B746278D416DCB0CB6E3FBDFFC3B2112,9E41811664E469CABC55C027BA273CB2
140,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105156,PASS,ERX2162434,ERS1886915,ERP091820,SAMEA104227897,,Aero_D0.fastq.gz_s,SAMEA104227897,2019-01-24 09:07:04,2019-01-24 09:06:32,29232552,1490860152,0,51,529,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105156,Aero_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886915,SAMEA104227897,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,E88F501A34F54C92296BC71163897F35,5062D168370CA1DBC79BB87948CE23E1
141,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105157,PASS,ERX2162435,ERS1886916,ERP091820,SAMEA104227898,,Agua_D0.fastq.gz_s,SAMEA104227898,2019-01-24 09:07:04,2019-01-24 09:07:41,32966945,1681314195,0,51,596,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105157,Agua_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886916,SAMEA104227898,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,459FD6784979165E1E71BDD3DFFEE09D,C9963528D01F630B2B8A7C43318004B8
142,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105158,PASS,ERX2162436,ERS1886917,ERP091820,SAMEA104227899,,Ahoy_D0.fastq.gz_s,SAMEA104227899,2019-01-24 09:07:04,2019-01-24 09:07:39,27773835,1416465585,0,51,506,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105158,Ahoy_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886917,SAMEA104227899,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,70DA3602EC661F73636954486B01DAAB,A828662E17A34F955E4DEC7494C5AADC
143,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105159,WARN(8),ERX2162437,ERS1886918,ERP091820,SAMEA104227900,,Apex_D0.fastq.gz_s,SAMEA104227900,2019-01-24 09:07:04,2019-01-24 09:08:32,49292011,2513892561,0,51,945,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105159,Apex_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886918,SAMEA104227900,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,CA902BCEE560F55D661BD1B5514C9FF3,82FC8EB737224E6B9C2A0FAC74C9556A
144,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105160,PASS,ERX2162438,ERS1886919,ERP091820,SAMEA104227901,,Arch_D0.fastq.gz_s,SAMEA104227901,2019-01-24 09:07:04,2019-01-24 09:08:46,28746214,1466056914,0,51,522,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105160,Arch_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886919,SAMEA104227901,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,6B1B33F0E52C7A8FFC68A46DDF3F95B8,83B188E7103D7E0BF578751719029EDF
145,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells, derived from iPSC cells, from autism spectrum disorder patient; PMID:30617258",ERR2105161,PASS,ERX2162439,ERS1886920,ERP091820,SAMEA104227902,,Avid_D0.fastq.gz_s,SAMEA104227902,2019-01-24 09:07:04,2019-01-24 09:08:31,20409190,1040868690,0,51,395,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105161,Avid_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886920,SAMEA104227902,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,0648CB16F38AE6B13C4D4338989BDBE5,CE241847B9D8D0DD305E89A52F42860B
146,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells derived from iPS, from normal control; PMID:30617258",ERR2105162,PASS,ERX2162440,ERS1886921,ERP091820,SAMEA104227903,,Cent_D0.fastq.gz_s,SAMEA104227903,2019-01-24 09:07:04,2019-01-24 09:09:32,24801196,1264860996,0,51,479,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105162,Cent_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886921,SAMEA104227903,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,F3893DFC2DD0D6EED6097E853DD98540,AF7320E943031B585801978B4FD00C5E
147,derived neural stem cells,test,neural stem cells,derived neural stem cell,IPS,,derived neural stem cells,D0 untreated,induced pluripotent stem cell,"FACS sorted (CD184+/CD271-/CD44-/CD24-/CD15+) neural stem cells derived from iPS, from normal control; PMID:30617258",ERR2105163,PASS,ERX2162441,ERS1886922,ERP091820,SAMEA104227904,,Chap_D0.fastq.gz_s,SAMEA104227904,2019-01-24 09:07:04,2019-01-24 09:09:55,29294092,1493998692,0,51,536,,https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR2105/ERR2105163,Chap_D0.fastq.gz_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP091820,PRJEB89471,NA,513827,ERS1886922,SAMEA104227904,simple,9606,Homo sapiens,,,,,,,no,,,,,"Next Generation Sequencing Core, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA",ERA1064806,,public,A2FBF0DB78A701555185EE5C5C4FB0BF,FF7183E084C0FD57C95D1A7EDFC24228
